1,21-01-2025,Imported Semi Soft Coking 4,40,"{8.9, 20.5, 9.0, -22, 14, 1050, 1.51, 93, 427, 469, 503, 34, 0.68, 0.45, 9.0, 13440}","{15, 1, 5, 0.5, 1.2, 100, 2, 5, 1200, 1150, 1150, 200, 0.5, 0.1, 6}","{15.77, 0.90, 4.37, 0.78, 1.76, 18.41, 33.91, 23.94, 6.63, 92.96, 3.22, 3.82, 67.20, 23.40}","{'charging_tonnage': '17', 'moisture_content': '10', 'bulk_density': '0.78', 'charging_temperature': '1198', 'battery_operating_temperature': '1255', 'cross_wall_temperature': '1214', 'push_force': '125', 'pri': '100', 'coke_per_push': '12.84', 'gross_coke_yield': '75', 'gcm_pressure': '140', 'gcm_temperature': '80', 'coking_time': '20', 'coke_end_temperature': '1050', 'quenching_time': '5'}"
,,Captive 2,10,"{18.25, 21.0, 10.0, 21, 25, 950, 1.2, 85, 445, 480, 505, 60, 0.6, 0.065, 7.0, 12000}",,,
,,Non Coking,50,"{10.5, 19.5, 8.0, 0, 0, 0, 1.23, 51, 0, 0, 0, 0, 0.45, 0.07, 1.0, 9240}",,,
